date,store_id,sku_id,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure
01-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,71,1.84,130.64,0,lb
02-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,103,1.84,189.52,0,lb
03-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,86,1.84,158.24,0,lb
04-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,74,1.84,136.16,0,lb
05-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,80,1.84,147.2,0,lb
06-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,65,1.84,119.6,0,lb
07-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,54,1.84,99.36,0,lb
08-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,62,1.84,114.08,0,lb
09-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,82,1.84,150.88,0,lb
10-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,107,1.84,196.88,0,lb
11-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,68,1.84,125.12,0,lb
12-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,82,1.84,150.88,0,lb
13-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,42,1.84,77.28,0,lb
14-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,58,1.84,106.72,0,lb
15-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,36,1.84,66.24,0,lb
16-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,83,1.84,152.72,0,lb
17-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,114,1.84,209.76,0,lb
18-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,74,1.84,136.16,0,lb
19-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,59,1.84,108.56,0,lb
20-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,49,1.84,90.16,0,lb
21-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,76,1.84,139.84,0,lb
22-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,60,1.84,110.4,0,lb
23-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,79,1.84,145.36,0,lb
24-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,73,1.84,134.32,0,lb
25-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,61,1.84,112.24,0,lb
26-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,56,1.84,103.04,0,lb
27-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,71,1.84,130.64,0,lb
28-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,75,1.84,138,0,lb
29-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,61,1.84,112.24,0,lb
30-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,118,1.84,217.12,0,lb
31-08-2025,Giant_Store_001,1003,Grapes_Red,Fruit,99,1.84,182.16,0,lb
01-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,40,1.84,73.6,0,lb
02-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,87,1.62,140.87,1,lb
03-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,66,1.84,121.44,0,lb
04-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,67,1.84,123.28,0,lb
05-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,62,1.84,114.08,0,lb
06-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,89,1.84,163.76,0,lb
07-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,94,1.84,172.96,0,lb
08-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,69,1.84,126.96,0,lb
09-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,78,1.84,143.52,0,lb
10-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,73,1.84,134.32,0,lb
11-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,60,1.84,110.4,0,lb
12-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,66,1.84,121.44,0,lb
13-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,86,1.84,158.24,0,lb
14-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,93,1.84,171.12,0,lb
15-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,61,1.84,112.24,0,lb
16-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,66,1.84,121.44,0,lb
17-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,42,1.84,77.28,0,lb
18-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,58,1.84,106.72,0,lb
19-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,46,1.62,74.48,1,lb
20-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,66,1.84,121.44,0,lb
21-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,93,1.62,150.59,1,lb
22-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,69,1.84,126.96,0,lb
23-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,54,1.84,99.36,0,lb
24-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,62,1.84,114.08,0,lb
25-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,67,1.84,123.28,0,lb
26-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,62,1.84,114.08,0,lb
27-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,95,1.62,153.82,1,lb
28-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,100,1.84,184,0,lb
29-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,72,1.84,132.48,0,lb
30-09-2025,Giant_Store_001,1003,Grapes_Red,Fruit,61,1.84,112.24,0,lb
01-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,58,1.84,106.72,0,lb
02-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,66,1.84,121.44,0,lb
03-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,66,1.84,121.44,0,lb
04-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,80,1.84,147.2,0,lb
05-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,70,1.84,128.8,0,lb
06-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,38,1.84,69.92,0,lb
07-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,66,1.84,121.44,0,lb
08-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,53,1.84,97.52,0,lb
09-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,80,1.84,147.2,0,lb
10-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,50,1.84,92,0,lb
11-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,73,1.84,134.32,0,lb
12-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,99,1.84,182.16,0,lb
13-10-2025,Giant_Store_001,1003,Grapes_Red,Fruit,58,1.84,106.72,0,lb
14-10-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint
15-10-2024,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint
16-10-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
17-10-2024,Giant_Store_001,1004,Strawberries,Fruit,62,2.44,151.28,0,pint
18-10-2024,Giant_Store_001,1004,Strawberries,Fruit,107,2.44,261.08,0,pint
19-10-2024,Giant_Store_001,1004,Strawberries,Fruit,132,2.44,322.08,0,pint
20-10-2024,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint
21-10-2024,Giant_Store_001,1004,Strawberries,Fruit,74,2.44,180.56,0,pint
22-10-2024,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint
23-10-2024,Giant_Store_001,1004,Strawberries,Fruit,56,2.44,136.64,0,pint
24-10-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint
25-10-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint
26-10-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint
27-10-2024,Giant_Store_001,1004,Strawberries,Fruit,108,2.44,263.52,0,pint
28-10-2024,Giant_Store_001,1004,Strawberries,Fruit,89,2.44,217.16,0,pint
29-10-2024,Giant_Store_001,1004,Strawberries,Fruit,113,2.44,275.72,0,pint
30-10-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint
31-10-2024,Giant_Store_001,1004,Strawberries,Fruit,105,2.44,256.2,0,pint
01-11-2024,Giant_Store_001,1004,Strawberries,Fruit,63,2.44,153.72,0,pint
02-11-2024,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint
03-11-2024,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint
04-11-2024,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint
05-11-2024,Giant_Store_001,1004,Strawberries,Fruit,69,2.44,168.36,0,pint
06-11-2024,Giant_Store_001,1004,Strawberries,Fruit,86,2.44,209.84,0,pint
07-11-2024,Giant_Store_001,1004,Strawberries,Fruit,123,2.44,300.12,0,pint
08-11-2024,Giant_Store_001,1004,Strawberries,Fruit,80,2.44,195.2,0,pint
09-11-2024,Giant_Store_001,1004,Strawberries,Fruit,127,2.44,309.88,0,pint
10-11-2024,Giant_Store_001,1004,Strawberries,Fruit,133,2.44,324.52,0,pint
11-11-2024,Giant_Store_001,1004,Strawberries,Fruit,101,2.44,246.44,0,pint
12-11-2024,Giant_Store_001,1004,Strawberries,Fruit,147,2.15,315.64,1,pint
13-11-2024,Giant_Store_001,1004,Strawberries,Fruit,62,2.44,151.28,0,pint
14-11-2024,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint
15-11-2024,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint
16-11-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
17-11-2024,Giant_Store_001,1004,Strawberries,Fruit,119,2.44,290.36,0,pint
18-11-2024,Giant_Store_001,1004,Strawberries,Fruit,100,2.44,244,0,pint
19-11-2024,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint
20-11-2024,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint
21-11-2024,Giant_Store_001,1004,Strawberries,Fruit,64,2.44,156.16,0,pint
22-11-2024,Giant_Store_001,1004,Strawberries,Fruit,91,2.15,195.4,1,pint
23-11-2024,Giant_Store_001,1004,Strawberries,Fruit,133,2.44,324.52,0,pint
24-11-2024,Giant_Store_001,1004,Strawberries,Fruit,139,2.44,339.16,0,pint
25-11-2024,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint
26-11-2024,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
27-11-2024,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint
28-11-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
29-11-2024,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint
30-11-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
01-12-2024,Giant_Store_001,1004,Strawberries,Fruit,128,2.44,312.32,0,pint
02-12-2024,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint
03-12-2024,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
04-12-2024,Giant_Store_001,1004,Strawberries,Fruit,138,2.15,296.31,1,pint
05-12-2024,Giant_Store_001,1004,Strawberries,Fruit,118,2.44,287.92,0,pint
06-12-2024,Giant_Store_001,1004,Strawberries,Fruit,97,2.44,236.68,0,pint
07-12-2024,Giant_Store_001,1004,Strawberries,Fruit,87,2.44,212.28,0,pint
08-12-2024,Giant_Store_001,1004,Strawberries,Fruit,161,2.44,392.84,0,pint
09-12-2024,Giant_Store_001,1004,Strawberries,Fruit,120,2.15,257.66,1,pint
10-12-2024,Giant_Store_001,1004,Strawberries,Fruit,71,2.44,173.24,0,pint
11-12-2024,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint
12-12-2024,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint
13-12-2024,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint
14-12-2024,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint
15-12-2024,Giant_Store_001,1004,Strawberries,Fruit,143,2.15,307.05,1,pint
16-12-2024,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint
17-12-2024,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
18-12-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint
19-12-2024,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint
20-12-2024,Giant_Store_001,1004,Strawberries,Fruit,134,2.44,326.96,0,pint
21-12-2024,Giant_Store_001,1004,Strawberries,Fruit,140,2.44,341.6,0,pint
22-12-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint
23-12-2024,Giant_Store_001,1004,Strawberries,Fruit,82,2.44,200.08,0,pint
24-12-2024,Giant_Store_001,1004,Strawberries,Fruit,81,2.44,197.64,0,pint
25-12-2024,Giant_Store_001,1004,Strawberries,Fruit,101,2.44,246.44,0,pint
26-12-2024,Giant_Store_001,1004,Strawberries,Fruit,94,2.44,229.36,0,pint
27-12-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint
28-12-2024,Giant_Store_001,1004,Strawberries,Fruit,74,2.44,180.56,0,pint
29-12-2024,Giant_Store_001,1004,Strawberries,Fruit,108,2.44,263.52,0,pint
30-12-2024,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint
31-12-2024,Giant_Store_001,1004,Strawberries,Fruit,72,2.44,175.68,0,pint
01-01-2025,Giant_Store_001,1004,Strawberries,Fruit,87,2.44,212.28,0,pint
02-01-2025,Giant_Store_001,1004,Strawberries,Fruit,151,2.15,324.23,1,pint
03-01-2025,Giant_Store_001,1004,Strawberries,Fruit,49,2.44,119.56,0,pint
04-01-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
05-01-2025,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint
06-01-2025,Giant_Store_001,1004,Strawberries,Fruit,68,2.44,165.92,0,pint
07-01-2025,Giant_Store_001,1004,Strawberries,Fruit,70,2.44,170.8,0,pint
08-01-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
09-01-2025,Giant_Store_001,1004,Strawberries,Fruit,116,2.44,283.04,0,pint
10-01-2025,Giant_Store_001,1004,Strawberries,Fruit,80,2.44,195.2,0,pint
11-01-2025,Giant_Store_001,1004,Strawberries,Fruit,135,2.44,329.4,0,pint
12-01-2025,Giant_Store_001,1004,Strawberries,Fruit,158,2.15,339.26,1,pint
13-01-2025,Giant_Store_001,1004,Strawberries,Fruit,90,2.44,219.6,0,pint
14-01-2025,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint
15-01-2025,Giant_Store_001,1004,Strawberries,Fruit,79,2.44,192.76,0,pint
16-01-2025,Giant_Store_001,1004,Strawberries,Fruit,83,2.44,202.52,0,pint
17-01-2025,Giant_Store_001,1004,Strawberries,Fruit,73,2.44,178.12,0,pint
18-01-2025,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint
19-01-2025,Giant_Store_001,1004,Strawberries,Fruit,171,2.15,367.17,1,pint
20-01-2025,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint
21-01-2025,Giant_Store_001,1004,Strawberries,Fruit,97,2.44,236.68,0,pint
22-01-2025,Giant_Store_001,1004,Strawberries,Fruit,67,2.15,143.86,1,pint
23-01-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint
24-01-2025,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint
25-01-2025,Giant_Store_001,1004,Strawberries,Fruit,141,2.44,344.04,0,pint
26-01-2025,Giant_Store_001,1004,Strawberries,Fruit,122,2.44,297.68,0,pint
27-01-2025,Giant_Store_001,1004,Strawberries,Fruit,80,2.44,195.2,0,pint
28-01-2025,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint
29-01-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
30-01-2025,Giant_Store_001,1004,Strawberries,Fruit,87,2.44,212.28,0,pint
31-01-2025,Giant_Store_001,1004,Strawberries,Fruit,108,2.44,263.52,0,pint
01-02-2025,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint
02-02-2025,Giant_Store_001,1004,Strawberries,Fruit,134,2.44,326.96,0,pint
03-02-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
04-02-2025,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint
05-02-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
06-02-2025,Giant_Store_001,1004,Strawberries,Fruit,105,2.44,256.2,0,pint
07-02-2025,Giant_Store_001,1004,Strawberries,Fruit,112,2.44,273.28,0,pint
08-02-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint
09-02-2025,Giant_Store_001,1004,Strawberries,Fruit,108,2.44,263.52,0,pint
10-02-2025,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint
11-02-2025,Giant_Store_001,1004,Strawberries,Fruit,133,2.44,324.52,0,pint
12-02-2025,Giant_Store_001,1004,Strawberries,Fruit,129,2.44,314.76,0,pint
13-02-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
14-02-2025,Giant_Store_001,1004,Strawberries,Fruit,161,2.15,345.7,1,pint
15-02-2025,Giant_Store_001,1004,Strawberries,Fruit,99,2.44,241.56,0,pint
16-02-2025,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint
17-02-2025,Giant_Store_001,1004,Strawberries,Fruit,75,2.44,183,0,pint
18-02-2025,Giant_Store_001,1004,Strawberries,Fruit,79,2.44,192.76,0,pint
19-02-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint
20-02-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
21-02-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
22-02-2025,Giant_Store_001,1004,Strawberries,Fruit,146,2.44,356.24,0,pint
23-02-2025,Giant_Store_001,1004,Strawberries,Fruit,122,2.44,297.68,0,pint
24-02-2025,Giant_Store_001,1004,Strawberries,Fruit,94,2.44,229.36,0,pint
25-02-2025,Giant_Store_001,1004,Strawberries,Fruit,125,2.44,305,0,pint
26-02-2025,Giant_Store_001,1004,Strawberries,Fruit,87,2.44,212.28,0,pint
27-02-2025,Giant_Store_001,1004,Strawberries,Fruit,96,2.15,206.13,1,pint
28-02-2025,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint
01-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
02-03-2025,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint
03-03-2025,Giant_Store_001,1004,Strawberries,Fruit,79,2.44,192.76,0,pint
04-03-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint
05-03-2025,Giant_Store_001,1004,Strawberries,Fruit,94,2.44,229.36,0,pint
06-03-2025,Giant_Store_001,1004,Strawberries,Fruit,93,2.44,226.92,0,pint
07-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
08-03-2025,Giant_Store_001,1004,Strawberries,Fruit,147,2.44,358.68,0,pint
09-03-2025,Giant_Store_001,1004,Strawberries,Fruit,208,2.15,446.62,1,pint
10-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
11-03-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
12-03-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
13-03-2025,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint
14-03-2025,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint
15-03-2025,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint
16-03-2025,Giant_Store_001,1004,Strawberries,Fruit,81,2.44,197.64,0,pint
17-03-2025,Giant_Store_001,1004,Strawberries,Fruit,112,2.44,273.28,0,pint
18-03-2025,Giant_Store_001,1004,Strawberries,Fruit,120,2.44,292.8,0,pint
19-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
20-03-2025,Giant_Store_001,1004,Strawberries,Fruit,67,2.44,163.48,0,pint
21-03-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint
22-03-2025,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint
23-03-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint
24-03-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint
25-03-2025,Giant_Store_001,1004,Strawberries,Fruit,81,2.44,197.64,0,pint
26-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint
27-03-2025,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint
28-03-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint
29-03-2025,Giant_Store_001,1004,Strawberries,Fruit,86,2.44,209.84,0,pint
30-03-2025,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint
31-03-2025,Giant_Store_001,1004,Strawberries,Fruit,75,2.44,183,0,pint
01-04-2025,Giant_Store_001,1004,Strawberries,Fruit,150,2.44,366,0,pint
02-04-2025,Giant_Store_001,1004,Strawberries,Fruit,134,2.44,326.96,0,pint
03-04-2025,Giant_Store_001,1004,Strawberries,Fruit,145,2.44,353.8,0,pint
04-04-2025,Giant_Store_001,1004,Strawberries,Fruit,113,2.44,275.72,0,pint
05-04-2025,Giant_Store_001,1004,Strawberries,Fruit,150,2.44,366,0,pint
06-04-2025,Giant_Store_001,1004,Strawberries,Fruit,193,2.44,470.92,0,pint
07-04-2025,Giant_Store_001,1004,Strawberries,Fruit,126,2.44,307.44,0,pint
08-04-2025,Giant_Store_001,1004,Strawberries,Fruit,119,2.44,290.36,0,pint
09-04-2025,Giant_Store_001,1004,Strawberries,Fruit,150,2.44,366,0,pint
10-04-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
11-04-2025,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint
12-04-2025,Giant_Store_001,1004,Strawberries,Fruit,165,2.44,402.6,0,pint
13-04-2025,Giant_Store_001,1004,Strawberries,Fruit,178,2.44,434.32,0,pint
14-04-2025,Giant_Store_001,1004,Strawberries,Fruit,127,2.44,309.88,0,pint
15-04-2025,Giant_Store_001,1004,Strawberries,Fruit,98,2.44,239.12,0,pint
16-04-2025,Giant_Store_001,1004,Strawberries,Fruit,146,2.44,356.24,0,pint
17-04-2025,Giant_Store_001,1004,Strawberries,Fruit,160,2.44,390.4,0,pint
18-04-2025,Giant_Store_001,1004,Strawberries,Fruit,119,2.44,290.36,0,pint
19-04-2025,Giant_Store_001,1004,Strawberries,Fruit,157,2.44,383.08,0,pint
20-04-2025,Giant_Store_001,1004,Strawberries,Fruit,181,2.15,388.64,1,pint
21-04-2025,Giant_Store_001,1004,Strawberries,Fruit,133,2.44,324.52,0,pint
22-04-2025,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint
23-04-2025,Giant_Store_001,1004,Strawberries,Fruit,167,2.44,407.48,0,pint
24-04-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint
25-04-2025,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint
26-04-2025,Giant_Store_001,1004,Strawberries,Fruit,154,2.44,375.76,0,pint
27-04-2025,Giant_Store_001,1004,Strawberries,Fruit,142,2.44,346.48,0,pint
28-04-2025,Giant_Store_001,1004,Strawberries,Fruit,136,2.44,331.84,0,pint
29-04-2025,Giant_Store_001,1004,Strawberries,Fruit,123,2.44,300.12,0,pint
30-04-2025,Giant_Store_001,1004,Strawberries,Fruit,151,2.44,368.44,0,pint
01-05-2025,Giant_Store_001,1004,Strawberries,Fruit,136,2.44,331.84,0,pint
02-05-2025,Giant_Store_001,1004,Strawberries,Fruit,144,2.44,351.36,0,pint
03-05-2025,Giant_Store_001,1004,Strawberries,Fruit,183,2.44,446.52,0,pint
04-05-2025,Giant_Store_001,1004,Strawberries,Fruit,200,2.44,488,0,pint
05-05-2025,Giant_Store_001,1004,Strawberries,Fruit,162,2.15,347.85,1,pint
06-05-2025,Giant_Store_001,1004,Strawberries,Fruit,115,2.44,280.6,0,pint
07-05-2025,Giant_Store_001,1004,Strawberries,Fruit,119,2.44,290.36,0,pint
08-05-2025,Giant_Store_001,1004,Strawberries,Fruit,126,2.15,270.55,1,pint
09-05-2025,Giant_Store_001,1004,Strawberries,Fruit,131,2.44,319.64,0,pint
10-05-2025,Giant_Store_001,1004,Strawberries,Fruit,173,2.44,422.12,0,pint
11-05-2025,Giant_Store_001,1004,Strawberries,Fruit,137,2.44,334.28,0,pint
12-05-2025,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint
13-05-2025,Giant_Store_001,1004,Strawberries,Fruit,187,2.15,401.53,1,pint
14-05-2025,Giant_Store_001,1004,Strawberries,Fruit,135,2.44,329.4,0,pint
15-05-2025,Giant_Store_001,1004,Strawberries,Fruit,122,2.44,297.68,0,pint
16-05-2025,Giant_Store_001,1004,Strawberries,Fruit,98,2.44,239.12,0,pint
17-05-2025,Giant_Store_001,1004,Strawberries,Fruit,168,2.44,409.92,0,pint
18-05-2025,Giant_Store_001,1004,Strawberries,Fruit,182,2.44,444.08,0,pint
19-05-2025,Giant_Store_001,1004,Strawberries,Fruit,144,2.44,351.36,0,pint
20-05-2025,Giant_Store_001,1004,Strawberries,Fruit,125,2.44,305,0,pint
21-05-2025,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint
22-05-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint
23-05-2025,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint
24-05-2025,Giant_Store_001,1004,Strawberries,Fruit,176,2.44,429.44,0,pint
25-05-2025,Giant_Store_001,1004,Strawberries,Fruit,154,2.44,375.76,0,pint
26-05-2025,Giant_Store_001,1004,Strawberries,Fruit,130,2.44,317.2,0,pint
27-05-2025,Giant_Store_001,1004,Strawberries,Fruit,91,2.44,222.04,0,pint
28-05-2025,Giant_Store_001,1004,Strawberries,Fruit,206,2.15,442.32,1,pint
29-05-2025,Giant_Store_001,1004,Strawberries,Fruit,160,2.44,390.4,0,pint
30-05-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint
31-05-2025,Giant_Store_001,1004,Strawberries,Fruit,107,2.44,261.08,0,pint
01-06-2025,Giant_Store_001,1004,Strawberries,Fruit,207,2.44,505.08,0,pint
02-06-2025,Giant_Store_001,1004,Strawberries,Fruit,120,2.44,292.8,0,pint
03-06-2025,Giant_Store_001,1004,Strawberries,Fruit,107,2.44,261.08,0,pint
