date,sku_id,sku_name,category,unit_of_measure,units_sold,unit_price_usd,revenue_usd,expiry_days,promo_flag
2025-09-11,2000,WholeWheat_Bread,Bakery,each,92,3.16,290.72,4,False
2025-09-12,2000,WholeWheat_Bread,Bakery,each,122,3.16,385.52,4,False
2025-09-13,2000,WholeWheat_Bread,Bakery,each,190,3.16,600.4,4,False
2025-09-14,2000,WholeWheat_Bread,Bakery,each,227,3.16,717.32,4,False
2025-09-15,2000,WholeWheat_Bread,Bakery,each,171,3.16,540.36,4,False
2025-09-16,2000,WholeWheat_Bread,Bakery,each,150,3.16,474.0,4,False
2025-09-17,2000,WholeWheat_Bread,Bakery,each,96,2.92,280.32,4,False
2025-09-18,2000,WholeWheat_Bread,Bakery,each,103,2.92,300.76,4,False
2025-09-19,2000,WholeWheat_Bread,Bakery,each,179,2.92,522.68,4,False
2025-09-20,2000,WholeWheat_Bread,Bakery,each,142,2.92,414.64,4,False
2025-09-21,2000,WholeWheat_Bread,Bakery,each,186,2.51,466.86,4,True
2025-09-22,2000,WholeWheat_Bread,Bakery,each,220,2.51,552.2,4,False
2025-09-23,2000,WholeWheat_Bread,Bakery,each,149,2.51,373.99,4,False
2025-09-24,2000,WholeWheat_Bread,Bakery,each,120,3.09,370.8,4,False
2025-09-25,2000,WholeWheat_Bread,Bakery,each,200,3.09,618.0,4,False
2025-09-26,2000,WholeWheat_Bread,Bakery,each,175,3.09,540.75,4,False
2025-09-27,2000,WholeWheat_Bread,Bakery,each,174,3.09,537.66,4,False
2025-09-28,2000,WholeWheat_Bread,Bakery,each,157,3.09,485.13,4,False
2025-09-29,2000,WholeWheat_Bread,Bakery,each,154,3.09,475.86,4,False
2025-09-30,2000,WholeWheat_Bread,Bakery,each,57,3.09,176.13,4,False
2025-10-01,2000,WholeWheat_Bread,Bakery,each,160,2.96,473.6,4,False
2025-10-02,2000,WholeWheat_Bread,Bakery,each,95,2.96,281.2,4,False
2025-10-03,2000,WholeWheat_Bread,Bakery,each,160,2.7,432.0,4,True
2025-10-04,2000,WholeWheat_Bread,Bakery,each,134,2.7,361.8,4,False
2025-10-05,2000,WholeWheat_Bread,Bakery,each,190,2.7,513.0,4,False
2025-10-06,2000,WholeWheat_Bread,Bakery,each,160,2.7,432.0,4,False
2025-10-07,2000,WholeWheat_Bread,Bakery,each,151,2.44,368.44,4,True
2025-10-08,2000,WholeWheat_Bread,Bakery,each,199,2.88,573.12,4,True
2025-10-09,2000,WholeWheat_Bread,Bakery,each,143,2.88,411.84,4,False
2025-10-10,2000,WholeWheat_Bread,Bakery,each,185,2.88,532.8,4,False
2025-10-11,2000,WholeWheat_Bread,Bakery,each,109,2.88,313.92,4,False
2025-10-12,2000,WholeWheat_Bread,Bakery,each,198,2.88,570.24,4,False
2025-10-13,2000,WholeWheat_Bread,Bakery,each,189,2.88,544.32,4,False
2025-10-14,2000,WholeWheat_Bread,Bakery,each,119,2.88,342.72,4,False
2025-10-15,2000,WholeWheat_Bread,Bakery,each,133,3.04,404.32,4,False
2024-10-16,2001,Croissant_Butter,Bakery,each,167,4.06,678.02,3,False
2024-10-17,2001,Croissant_Butter,Bakery,each,152,4.06,617.12,3,False
2024-10-18,2001,Croissant_Butter,Bakery,each,120,4.06,487.2,3,False
2024-10-19,2001,Croissant_Butter,Bakery,each,175,4.06,710.5,3,False
2024-10-20,2001,Croissant_Butter,Bakery,each,108,4.06,438.48,3,False
2024-10-21,2001,Croissant_Butter,Bakery,each,145,4.06,588.7,3,False
2024-10-22,2001,Croissant_Butter,Bakery,each,212,4.06,860.72,3,False
2024-10-23,2001,Croissant_Butter,Bakery,each,223,3.58,798.34,3,False
2024-10-24,2001,Croissant_Butter,Bakery,each,182,3.58,651.56,3,False
2024-10-25,2001,Croissant_Butter,Bakery,each,188,3.58,673.04,3,False
2024-10-26,2001,Croissant_Butter,Bakery,each,122,3.58,436.76,3,False
2024-10-27,2001,Croissant_Butter,Bakery,each,168,3.58,601.44,3,False
2024-10-28,2001,Croissant_Butter,Bakery,each,123,3.58,440.34,3,False
2024-10-29,2001,Croissant_Butter,Bakery,each,137,3.58,490.46,3,False
2024-10-30,2001,Croissant_Butter,Bakery,each,155,3.99,618.45,3,False
2024-10-31,2001,Croissant_Butter,Bakery,each,182,3.99,726.18,3,False
2024-11-01,2001,Croissant_Butter,Bakery,each,169,3.99,674.31,3,False
2024-11-02,2001,Croissant_Butter,Bakery,each,145,3.99,578.55,3,False
2024-11-03,2001,Croissant_Butter,Bakery,each,128,3.99,510.72,3,False
2024-11-04,2001,Croissant_Butter,Bakery,each,130,3.99,518.7,3,False
2024-11-05,2001,Croissant_Butter,Bakery,each,105,3.99,418.95,3,False
2024-11-06,2001,Croissant_Butter,Bakery,each,99,3.67,363.33,3,False
2024-11-07,2001,Croissant_Butter,Bakery,each,152,3.67,557.84,3,False
2024-11-08,2001,Croissant_Butter,Bakery,each,87,3.67,319.29,3,False
2024-11-09,2001,Croissant_Butter,Bakery,each,96,3.67,352.32,3,False
2024-11-10,2001,Croissant_Butter,Bakery,each,167,3.67,612.89,3,False
2024-11-11,2001,Croissant_Butter,Bakery,each,219,3.67,803.73,3,False
2024-11-12,2001,Croissant_Butter,Bakery,each,137,3.67,502.79,3,False
2024-11-13,2001,Croissant_Butter,Bakery,each,165,3.89,641.85,3,False
2024-11-14,2001,Croissant_Butter,Bakery,each,217,3.89,844.13,3,False
2024-11-15,2001,Croissant_Butter,Bakery,each,196,3.89,762.44,3,False
2024-11-16,2001,Croissant_Butter,Bakery,each,251,3.89,976.39,3,False
2024-11-17,2001,Croissant_Butter,Bakery,each,140,3.89,544.6,3,False
2024-11-18,2001,Croissant_Butter,Bakery,each,211,3.89,820.79,3,False
2024-11-19,2001,Croissant_Butter,Bakery,each,117,3.89,455.13,3,False
2024-11-20,2001,Croissant_Butter,Bakery,each,150,3.92,588.0,3,False
2024-11-21,2001,Croissant_Butter,Bakery,each,145,3.92,568.4,3,False
2024-11-22,2001,Croissant_Butter,Bakery,each,126,3.92,493.92,3,False
2024-11-23,2001,Croissant_Butter,Bakery,each,131,3.92,513.52,3,False
2024-11-24,2001,Croissant_Butter,Bakery,each,116,3.92,454.72,3,False
2024-11-25,2001,Croissant_Butter,Bakery,each,213,3.92,834.96,3,False
2024-11-26,2001,Croissant_Butter,Bakery,each,137,3.92,537.04,3,False
2024-11-27,2001,Croissant_Butter,Bakery,each,182,3.57,649.74,3,False
2024-11-28,2001,Croissant_Butter,Bakery,each,132,3.57,471.24,3,False
2024-11-29,2001,Croissant_Butter,Bakery,each,121,3.57,431.97,3,False
2024-11-30,2001,Croissant_Butter,Bakery,each,133,3.57,474.81,3,False
2024-12-01,2001,Croissant_Butter,Bakery,each,147,3.57,524.79,3,False
2024-12-02,2001,Croissant_Butter,Bakery,each,148,3.57,528.36,3,False
2024-12-03,2001,Croissant_Butter,Bakery,each,114,3.57,406.98,3,False
2024-12-04,2001,Croissant_Butter,Bakery,each,238,3.97,944.86,3,False
2024-12-05,2001,Croissant_Butter,Bakery,each,131,3.97,520.07,3,False
2024-12-06,2001,Croissant_Butter,Bakery,each,107,3.97,424.79,3,False
2024-12-07,2001,Croissant_Butter,Bakery,each,83,3.97,329.51,3,False
2024-12-08,2001,Croissant_Butter,Bakery,each,167,3.97,662.99,3,False
2024-12-09,2001,Croissant_Butter,Bakery,each,81,3.97,321.57,3,False
2024-12-10,2001,Croissant_Butter,Bakery,each,106,3.97,420.82,3,False
2024-12-11,2001,Croissant_Butter,Bakery,each,159,3.7,588.3,3,False
2024-12-12,2001,Croissant_Butter,Bakery,each,150,3.7,555.0,3,False
2024-12-13,2001,Croissant_Butter,Bakery,each,161,3.7,595.7,3,False
2024-12-14,2001,Croissant_Butter,Bakery,each,164,3.7,606.8,3,False
2024-12-15,2001,Croissant_Butter,Bakery,each,163,3.7,603.1,3,False
2024-12-16,2001,Croissant_Butter,Bakery,each,119,3.7,440.3,3,False
2024-12-17,2001,Croissant_Butter,Bakery,each,141,3.7,521.7,3,False
2024-12-18,2001,Croissant_Butter,Bakery,each,199,3.71,738.29,3,False
2024-12-19,2001,Croissant_Butter,Bakery,each,107,3.5,374.5,3,True
2024-12-20,2001,Croissant_Butter,Bakery,each,168,3.11,522.48,3,True
2024-12-21,2001,Croissant_Butter,Bakery,each,132,3.11,410.52,3,False
2024-12-22,2001,Croissant_Butter,Bakery,each,159,3.11,494.49,3,False
2024-12-23,2001,Croissant_Butter,Bakery,each,175,2.66,465.5,3,True
2024-12-24,2001,Croissant_Butter,Bakery,each,159,2.66,422.94,3,False
2024-12-25,2001,Croissant_Butter,Bakery,each,134,3.78,506.52,3,True
2024-12-26,2001,Croissant_Butter,Bakery,each,184,3.78,695.52,3,False
2024-12-27,2001,Croissant_Butter,Bakery,each,131,3.78,495.18,3,False
2024-12-28,2001,Croissant_Butter,Bakery,each,183,3.78,691.74,3,False
2024-12-29,2001,Croissant_Butter,Bakery,each,142,3.78,536.76,3,False
2024-12-30,2001,Croissant_Butter,Bakery,each,168,3.4,571.2,3,True
2024-12-31,2001,Croissant_Butter,Bakery,each,195,3.4,663.0,3,False
2025-01-01,2001,Croissant_Butter,Bakery,each,176,3.76,661.76,3,False
2025-01-02,2001,Croissant_Butter,Bakery,each,87,3.76,327.12,3,False
2025-01-03,2001,Croissant_Butter,Bakery,each,107,3.76,402.32,3,False
2025-01-04,2001,Croissant_Butter,Bakery,each,144,3.76,541.44,3,False
2025-01-05,2001,Croissant_Butter,Bakery,each,193,3.76,725.68,3,False
2025-01-06,2001,Croissant_Butter,Bakery,each,183,3.76,688.08,3,False
2025-01-07,2001,Croissant_Butter,Bakery,each,132,3.51,463.32,3,True
2025-01-08,2001,Croissant_Butter,Bakery,each,177,3.96,700.92,3,False
2025-01-09,2001,Croissant_Butter,Bakery,each,120,3.96,475.2,3,False
2025-01-10,2001,Croissant_Butter,Bakery,each,185,3.48,643.8,3,True
2025-01-11,2001,Croissant_Butter,Bakery,each,141,3.48,490.68,3,False
2025-01-12,2001,Croissant_Butter,Bakery,each,88,3.48,306.24,3,False
2025-01-13,2001,Croissant_Butter,Bakery,each,131,3.48,455.88,3,False
2025-01-14,2001,Croissant_Butter,Bakery,each,159,3.48,553.32,3,False
2025-01-15,2001,Croissant_Butter,Bakery,each,207,3.84,794.88,3,False
2025-01-16,2001,Croissant_Butter,Bakery,each,149,3.84,572.16,3,False
2025-01-17,2001,Croissant_Butter,Bakery,each,183,3.84,702.72,3,False
2025-01-18,2001,Croissant_Butter,Bakery,each,96,3.84,368.64,3,False
2025-01-19,2001,Croissant_Butter,Bakery,each,100,3.84,384.0,3,False
2025-01-20,2001,Croissant_Butter,Bakery,each,162,3.84,622.08,3,False
2025-01-21,2001,Croissant_Butter,Bakery,each,167,3.84,641.28,3,False
2025-01-22,2001,Croissant_Butter,Bakery,each,125,3.96,495.0,3,False
2025-01-23,2001,Croissant_Butter,Bakery,each,186,3.96,736.56,3,False
2025-01-24,2001,Croissant_Butter,Bakery,each,123,3.96,487.08,3,False
2025-01-25,2001,Croissant_Butter,Bakery,each,167,3.96,661.32,3,False
2025-01-26,2001,Croissant_Butter,Bakery,each,139,3.96,550.44,3,False
2025-01-27,2001,Croissant_Butter,Bakery,each,221,3.96,875.16,3,False
2025-01-28,2001,Croissant_Butter,Bakery,each,136,3.96,538.56,3,False
2025-01-29,2001,Croissant_Butter,Bakery,each,182,3.68,669.76,3,False
2025-01-30,2001,Croissant_Butter,Bakery,each,146,3.68,537.28,3,False
2025-01-31,2001,Croissant_Butter,Bakery,each,145,3.68,533.6,3,False
2025-02-01,2001,Croissant_Butter,Bakery,each,179,3.68,658.72,3,False
2025-02-02,2001,Croissant_Butter,Bakery,each,108,3.68,397.44,3,False
2025-02-03,2001,Croissant_Butter,Bakery,each,129,3.68,474.72,3,False
2025-02-04,2001,Croissant_Butter,Bakery,each,144,3.68,529.92,3,False
2025-02-05,2001,Croissant_Butter,Bakery,each,152,3.43,521.36,3,True
2025-02-06,2001,Croissant_Butter,Bakery,each,164,3.43,562.52,3,False
2025-02-07,2001,Croissant_Butter,Bakery,each,140,3.43,480.2,3,False
2025-02-08,2001,Croissant_Butter,Bakery,each,195,3.43,668.85,3,False
2025-02-09,2001,Croissant_Butter,Bakery,each,166,3.43,569.38,3,False
2025-02-10,2001,Croissant_Butter,Bakery,each,93,3.43,318.99,3,False
2025-02-11,2001,Croissant_Butter,Bakery,each,136,3.43,466.48,3,False
2025-02-12,2001,Croissant_Butter,Bakery,each,204,3.72,758.88,3,False
2025-02-13,2001,Croissant_Butter,Bakery,each,133,3.72,494.76,3,False
2025-02-14,2001,Croissant_Butter,Bakery,each,88,3.72,327.36,3,False
2025-02-15,2001,Croissant_Butter,Bakery,each,153,3.72,569.16,3,False
2025-02-16,2001,Croissant_Butter,Bakery,each,114,3.72,424.08,3,False
2025-02-17,2001,Croissant_Butter,Bakery,each,135,3.72,502.2,3,False
2025-02-18,2001,Croissant_Butter,Bakery,each,70,3.25,227.5,3,True
2025-02-19,2001,Croissant_Butter,Bakery,each,207,3.97,821.79,3,False
2025-02-20,2001,Croissant_Butter,Bakery,each,126,3.97,500.22,3,False
2025-02-21,2001,Croissant_Butter,Bakery,each,158,3.97,627.26,3,False
2025-02-22,2001,Croissant_Butter,Bakery,each,195,3.97,774.15,3,False
2025-02-23,2001,Croissant_Butter,Bakery,each,184,3.97,730.48,3,False
2025-02-24,2001,Croissant_Butter,Bakery,each,165,3.97,655.05,3,False
2025-02-25,2001,Croissant_Butter,Bakery,each,99,3.97,393.03,3,False
2025-02-26,2001,Croissant_Butter,Bakery,each,70,3.56,249.2,3,False
2025-02-27,2001,Croissant_Butter,Bakery,each,118,3.56,420.08,3,False
2025-02-28,2001,Croissant_Butter,Bakery,each,219,3.1,678.9,3,True
2025-03-01,2001,Croissant_Butter,Bakery,each,165,3.1,511.5,3,False
2025-03-02,2001,Croissant_Butter,Bakery,each,194,3.1,601.4,3,False
2025-03-03,2001,Croissant_Butter,Bakery,each,157,2.82,442.74,3,True
2025-03-04,2001,Croissant_Butter,Bakery,each,80,2.82,225.6,3,False
2025-03-05,2001,Croissant_Butter,Bakery,each,154,3.82,588.28,3,False
2025-03-06,2001,Croissant_Butter,Bakery,each,136,3.82,519.52,3,False
2025-03-07,2001,Croissant_Butter,Bakery,each,100,3.82,382.0,3,False
2025-03-08,2001,Croissant_Butter,Bakery,each,241,3.82,920.62,3,False
2025-03-09,2001,Croissant_Butter,Bakery,each,140,3.25,455.0,3,True
2025-03-10,2001,Croissant_Butter,Bakery,each,184,3.25,598.0,3,False
2025-03-11,2001,Croissant_Butter,Bakery,each,157,3.25,510.25,3,False
2025-03-12,2001,Croissant_Butter,Bakery,each,220,3.69,811.8,3,False
2025-03-13,2001,Croissant_Butter,Bakery,each,183,3.69,675.27,3,False
2025-03-14,2001,Croissant_Butter,Bakery,each,205,3.47,711.35,3,True
2025-03-15,2001,Croissant_Butter,Bakery,each,127,3.11,394.97,3,True
2025-03-16,2001,Croissant_Butter,Bakery,each,154,3.11,478.94,3,False
2025-03-17,2001,Croissant_Butter,Bakery,each,107,2.79,298.53,3,True
2025-03-18,2001,Croissant_Butter,Bakery,each,170,2.79,474.3,3,False
2025-03-19,2001,Croissant_Butter,Bakery,each,188,3.75,705.0,3,False
2025-03-20,2001,Croissant_Butter,Bakery,each,128,3.75,480.0,3,False
2025-03-21,2001,Croissant_Butter,Bakery,each,104,3.25,338.0,3,True
2025-03-22,2001,Croissant_Butter,Bakery,each,139,3.25,451.75,3,False
2025-03-23,2001,Croissant_Butter,Bakery,each,210,3.25,682.5,3,False
2025-03-24,2001,Croissant_Butter,Bakery,each,120,3.25,390.0,3,False
2025-03-25,2001,Croissant_Butter,Bakery,each,165,2.9,478.5,3,True
2025-03-26,2001,Croissant_Butter,Bakery,each,168,3.74,628.32,3,False
2025-03-27,2001,Croissant_Butter,Bakery,each,148,3.74,553.52,3,False
2025-03-28,2001,Croissant_Butter,Bakery,each,152,3.74,568.48,3,False
2025-03-29,2001,Croissant_Butter,Bakery,each,186,3.74,695.64,3,False
2025-03-30,2001,Croissant_Butter,Bakery,each,198,3.19,631.62,3,True
2025-03-31,2001,Croissant_Butter,Bakery,each,154,3.19,491.26,3,False
2025-04-01,2001,Croissant_Butter,Bakery,each,81,3.19,258.39,3,False
2025-04-02,2001,Croissant_Butter,Bakery,each,151,3.96,597.96,3,False
2025-04-03,2001,Croissant_Butter,Bakery,each,141,3.96,558.36,3,False
2025-04-04,2001,Croissant_Butter,Bakery,each,166,3.96,657.36,3,False
2025-04-05,2001,Croissant_Butter,Bakery,each,102,3.96,403.92,3,False
2025-04-06,2001,Croissant_Butter,Bakery,each,160,3.96,633.6,3,False
2025-04-07,2001,Croissant_Butter,Bakery,each,213,3.96,843.48,3,False
2025-04-08,2001,Croissant_Butter,Bakery,each,141,3.37,475.17,3,True
2025-04-09,2001,Croissant_Butter,Bakery,each,161,3.84,618.24,3,False
2025-04-10,2001,Croissant_Butter,Bakery,each,236,3.84,906.24,3,False
2025-04-11,2001,Croissant_Butter,Bakery,each,222,3.84,852.48,3,False
2025-04-12,2001,Croissant_Butter,Bakery,each,185,3.84,710.4,3,False
2025-04-13,2001,Croissant_Butter,Bakery,each,146,3.61,527.06,3,True
2025-04-14,2001,Croissant_Butter,Bakery,each,83,3.61,299.63,3,False
2025-04-15,2001,Croissant_Butter,Bakery,each,212,3.61,765.32,3,False
2025-04-16,2001,Croissant_Butter,Bakery,each,137,3.84,526.08,3,False
2025-04-17,2001,Croissant_Butter,Bakery,each,139,3.84,533.76,3,False
2025-04-18,2001,Croissant_Butter,Bakery,each,187,3.84,718.08,3,False
2025-04-19,2001,Croissant_Butter,Bakery,each,100,3.84,384.0,3,False
2025-04-20,2001,Croissant_Butter,Bakery,each,156,3.38,527.28,3,True
2025-04-21,2001,Croissant_Butter,Bakery,each,152,3.38,513.76,3,False
2025-04-22,2001,Croissant_Butter,Bakery,each,102,3.38,344.76,3,False
2025-04-23,2001,Croissant_Butter,Bakery,each,243,3.93,954.99,3,False
2025-04-24,2001,Croissant_Butter,Bakery,each,157,3.93,617.01,3,False
2025-04-25,2001,Croissant_Butter,Bakery,each,241,3.93,947.13,3,False
2025-04-26,2001,Croissant_Butter,Bakery,each,123,3.4,418.2,3,True
2025-04-27,2001,Croissant_Butter,Bakery,each,166,3.4,564.4,3,False
2025-04-28,2001,Croissant_Butter,Bakery,each,208,3.4,707.2,3,False
2025-04-29,2001,Croissant_Butter,Bakery,each,147,3.4,499.8,3,False
2025-04-30,2001,Croissant_Butter,Bakery,each,187,4.0,748.0,3,False
2025-05-01,2001,Croissant_Butter,Bakery,each,158,4.0,632.0,3,False
2025-05-02,2001,Croissant_Butter,Bakery,each,172,4.0,688.0,3,False
2025-05-03,2001,Croissant_Butter,Bakery,each,118,4.0,472.0,3,False
2025-05-04,2001,Croissant_Butter,Bakery,each,124,4.0,496.0,3,False
2025-05-05,2001,Croissant_Butter,Bakery,each,178,4.0,712.0,3,False
2025-05-06,2001,Croissant_Butter,Bakery,each,175,4.0,700.0,3,False
2025-05-07,2001,Croissant_Butter,Bakery,each,75,3.54,265.5,3,False
2025-05-08,2001,Croissant_Butter,Bakery,each,142,3.54,502.68,3,False
2025-05-09,2001,Croissant_Butter,Bakery,each,79,3.54,279.66,3,False
2025-05-10,2001,Croissant_Butter,Bakery,each,101,3.54,357.54,3,False
2025-05-11,2001,Croissant_Butter,Bakery,each,126,3.54,446.04,3,False
2025-05-12,2001,Croissant_Butter,Bakery,each,135,3.54,477.9,3,False
2025-05-13,2001,Croissant_Butter,Bakery,each,177,3.54,626.58,3,False
2025-05-14,2001,Croissant_Butter,Bakery,each,211,3.73,787.03,3,False
2025-05-15,2001,Croissant_Butter,Bakery,each,160,3.43,548.8,3,True
2025-05-16,2001,Croissant_Butter,Bakery,each,164,3.43,562.52,3,False
2025-05-17,2001,Croissant_Butter,Bakery,each,173,2.97,513.81,3,True
2025-05-18,2001,Croissant_Butter,Bakery,each,151,2.97,448.47,3,False
2025-05-19,2001,Croissant_Butter,Bakery,each,205,2.97,608.85,3,False
2025-05-20,2001,Croissant_Butter,Bakery,each,121,2.97,359.37,3,False
2025-05-21,2001,Croissant_Butter,Bakery,each,144,3.94,567.36,3,False
2025-05-22,2001,Croissant_Butter,Bakery,each,136,3.94,535.84,3,False
2025-05-23,2001,Croissant_Butter,Bakery,each,115,3.36,386.4,3,True
2025-05-24,2001,Croissant_Butter,Bakery,each,108,3.36,362.88,3,False
2025-05-25,2001,Croissant_Butter,Bakery,each,90,3.36,302.4,3,False
2025-05-26,2001,Croissant_Butter,Bakery,each,98,3.36,329.28,3,False
2025-05-27,2001,Croissant_Butter,Bakery,each,172,3.36,577.92,3,False
2025-05-28,2001,Croissant_Butter,Bakery,each,149,3.63,540.87,3,False
2025-05-29,2001,Croissant_Butter,Bakery,each,145,3.63,526.35,3,False
2025-05-30,2001,Croissant_Butter,Bakery,each,159,3.63,577.17,3,False
2025-05-31,2001,Croissant_Butter,Bakery,each,109,3.63,395.67,3,False
2025-06-01,2001,Croissant_Butter,Bakery,each,158,3.63,573.54,3,False
2025-06-02,2001,Croissant_Butter,Bakery,each,130,3.63,471.9,3,False
2025-06-03,2001,Croissant_Butter,Bakery,each,213,3.63,773.19,3,False
2025-06-04,2001,Croissant_Butter,Bakery,each,93,3.36,312.48,3,True
2025-06-05,2001,Croissant_Butter,Bakery,each,129,3.36,433.44,3,False
2025-06-06,2001,Croissant_Butter,Bakery,each,170,3.36,571.2,3,False
2025-06-07,2001,Croissant_Butter,Bakery,each,173,2.93,506.89,3,True
2025-06-08,2001,Croissant_Butter,Bakery,each,187,2.93,547.91,3,False
2025-06-09,2001,Croissant_Butter,Bakery,each,103,2.93,301.79,3,False
2025-06-10,2001,Croissant_Butter,Bakery,each,172,2.93,503.96,3,False
2025-06-11,2001,Croissant_Butter,Bakery,each,91,3.62,329.42,3,False
2025-06-12,2001,Croissant_Butter,Bakery,each,149,3.62,539.38,3,False
2025-06-13,2001,Croissant_Butter,Bakery,each,121,3.62,438.02,3,False
2025-06-14,2001,Croissant_Butter,Bakery,each,135,3.62,488.7,3,False
2025-06-15,2001,Croissant_Butter,Bakery,each,206,3.62,745.72,3,False
2025-06-16,2001,Croissant_Butter,Bakery,each,216,3.62,781.92,3,False
2025-06-17,2001,Croissant_Butter,Bakery,each,158,3.3,521.4,3,True
2025-06-18,2001,Croissant_Butter,Bakery,each,46,3.93,180.78,3,False
2025-06-19,2001,Croissant_Butter,Bakery,each,211,3.93,829.23,3,False
2025-06-20,2001,Croissant_Butter,Bakery,each,182,3.93,715.26,3,False
2025-06-21,2001,Croissant_Butter,Bakery,each,117,3.93,459.81,3,False
2025-06-22,2001,Croissant_Butter,Bakery,each,148,3.93,581.64,3,False
2025-06-23,2001,Croissant_Butter,Bakery,each,134,3.93,526.62,3,False
2025-06-24,2001,Croissant_Butter,Bakery,each,215,3.93,844.95,3,False
2025-06-25,2001,Croissant_Butter,Bakery,each,168,3.81,640.08,3,False
2025-06-26,2001,Croissant_Butter,Bakery,each,184,3.81,701.04,3,False
2025-06-27,2001,Croissant_Butter,Bakery,each,113,3.81,430.53,3,False
2025-06-28,2001,Croissant_Butter,Bakery,each,137,3.81,521.97,3,False
2025-06-29,2001,Croissant_Butter,Bakery,each,123,3.81,468.63,3,False
2025-06-30,2001,Croissant_Butter,Bakery,each,82,3.3,270.6,3,True
2025-07-01,2001,Croissant_Butter,Bakery,each,162,3.3,534.6,3,False
2025-07-02,2001,Croissant_Butter,Bakery,each,164,3.73,611.72,3,False
2025-07-03,2001,Croissant_Butter,Bakery,each,144,3.73,537.12,3,False
2025-07-04,2001,Croissant_Butter,Bakery,each,86,3.73,320.78,3,False
2025-07-05,2001,Croissant_Butter,Bakery,each,189,3.73,704.97,3,False
2025-07-06,2001,Croissant_Butter,Bakery,each,140,3.73,522.2,3,False
2025-07-07,2001,Croissant_Butter,Bakery,each,153,3.73,570.69,3,False
2025-07-08,2001,Croissant_Butter,Bakery,each,188,3.73,701.24,3,False
2025-07-09,2001,Croissant_Butter,Bakery,each,67,3.71,248.57,3,False
2025-07-10,2001,Croissant_Butter,Bakery,each,78,3.71,289.38,3,False
2025-07-11,2001,Croissant_Butter,Bakery,each,146,3.71,541.66,3,False
2025-07-12,2001,Croissant_Butter,Bakery,each,154,3.71,571.34,3,False
2025-07-13,2001,Croissant_Butter,Bakery,each,84,3.32,278.88,3,True
2025-07-14,2001,Croissant_Butter,Bakery,each,153,3.32,507.96,3,False
2025-07-15,2001,Croissant_Butter,Bakery,each,142,3.32,471.44,3,False
2025-07-16,2001,Croissant_Butter,Bakery,each,123,3.67,451.41,3,False
2025-07-17,2001,Croissant_Butter,Bakery,each,163,3.67,598.21,3,False
2025-07-18,2001,Croissant_Butter,Bakery,each,184,3.67,675.28,3,False
2025-07-19,2001,Croissant_Butter,Bakery,each,137,3.67,502.79,3,False
2025-07-20,2001,Croissant_Butter,Bakery,each,137,3.67,502.79,3,False
2025-07-21,2001,Croissant_Butter,Bakery,each,248,3.67,910.16,3,False
2025-07-22,2001,Croissant_Butter,Bakery,each,178,3.67,653.26,3,False
2025-07-23,2001,Croissant_Butter,Bakery,each,119,3.58,426.02,3,False
2025-07-24,2001,Croissant_Butter,Bakery,each,141,3.58,504.78,3,False
2025-07-25,2001,Croissant_Butter,Bakery,each,152,3.58,544.16,3,False
2025-07-26,2001,Croissant_Butter,Bakery,each,164,3.58,587.12,3,False
2025-07-27,2001,Croissant_Butter,Bakery,each,190,3.58,680.2,3,False
2025-07-28,2001,Croissant_Butter,Bakery,each,205,3.58,733.9,3,False
2025-07-29,2001,Croissant_Butter,Bakery,each,108,3.13,338.04,3,True
2025-07-30,2001,Croissant_Butter,Bakery,each,121,3.89,470.69,3,False
2025-07-31,2001,Croissant_Butter,Bakery,each,105,3.89,408.45,3,False
2025-08-01,2001,Croissant_Butter,Bakery,each,107,3.89,416.23,3,False
2025-08-02,2001,Croissant_Butter,Bakery,each,119,3.89,462.91,3,False
2025-08-03,2001,Croissant_Butter,Bakery,each,194,3.89,754.66,3,False
2025-08-04,2001,Croissant_Butter,Bakery,each,178,3.89,692.42,3,False
2025-08-05,2001,Croissant_Butter,Bakery,each,171,3.47,593.37,3,True
2025-08-06,2001,Croissant_Butter,Bakery,each,113,3.9,440.7,3,False
2025-08-07,2001,Croissant_Butter,Bakery,each,230,3.9,897.0,3,False
2025-08-08,2001,Croissant_Butter,Bakery,each,181,3.9,705.9,3,False
2025-08-09,2001,Croissant_Butter,Bakery,each,211,3.9,822.9,3,False
2025-08-10,2001,Croissant_Butter,Bakery,each,123,3.9,479.7,3,False
2025-08-11,2001,Croissant_Butter,Bakery,each,150,3.6,540.0,3,True
2025-08-12,2001,Croissant_Butter,Bakery,each,116,3.6,417.6,3,False
2025-08-13,2001,Croissant_Butter,Bakery,each,130,3.58,465.4,3,False
2025-08-14,2001,Croissant_Butter,Bakery,each,150,3.58,537.0,3,False
2025-08-15,2001,Croissant_Butter,Bakery,each,141,3.58,504.78,3,False
2025-08-16,2001,Croissant_Butter,Bakery,each,122,3.58,436.76,3,False
2025-08-17,2001,Croissant_Butter,Bakery,each,219,3.58,784.02,3,False
2025-08-18,2001,Croissant_Butter,Bakery,each,140,3.58,501.2,3,False
2025-08-19,2001,Croissant_Butter,Bakery,each,135,3.58,483.3,3,False
2025-08-20,2001,Croissant_Butter,Bakery,each,59,3.94,232.46,3,False
2025-08-21,2001,Croissant_Butter,Bakery,each,241,3.38,814.58,3,True
2025-08-22,2001,Croissant_Butter,Bakery,each,235,3.38,794.3,3,False
